Name,Team,x,Position,y,Height,z,College,Salary,cluster
Klay Thompson,Golden State Warriors,1.8806730381943468,SG,-0.5325708493760533,6-7,-0.3765592489249094,Washington State,2.056150015225789,-0.2281303055144311
Anderson Varejao,Golden State Warriors,-0.3247135446694987,PF,1.4439018928281289,6-11,0.47848174112634784,,-0.8749325496952665,-1.7314926066023362
Cole Aldrich,Los Angeles Clippers,-0.7899188945663235,C,1.7920276082461664,6-11,-0.16458987925755972,Kansas,-0.7186889611843627,-1.7314926066023362
Jeff Ayres,Los Angeles Clippers,-0.6061827869321388,PF,0.8062735901427778,6-9,0.049512209942191576,Arizona State,-0.9092916217655433,1.275231995573474
Jamal Crawford,Los Angeles Clippers,0.24316576656975794,SG,-0.4958033796047386,6-5,2.314117123416196,Michigan,0.16276013932054326,-0.9798114560583836
Branden Dawson,Los Angeles Clippers,-0.8641597259827802,SF,0.11929845879132489,6-6,-0.7635276102771188,Michigan State,-0.8295848409006614,1.275231995573474
Jeff Green,Los Angeles Clippers,1.092238581714686,SF,-0.04654741554620829,6-9,0.007641878501349931,Georgetown,0.928710145093325,-0.2281303055144311
Blake Griffin,Los Angeles Clippers,2.483342826470645,PF,1.1586658081678314,6-10,-0.6885454038815348,Oklahoma,2.7125982666386914,-0.2281303055144311
Wesley Johnson,Los Angeles Clippers,-0.8573803620790624,SF,0.5565739783925172,6-7,0.5596113242701878,Syracuse,-0.7186889611843627,-1.7314926066023362
DeAndre Jordan,Los Angeles Clippers,3.027316161045218,C,0.3898992978694664,6-11,-1.1851871776460732,Texas A&M,2.863143379798471,-0.2281303055144311
Luc Richard Mbah a Moute,Los Angeles Clippers,-0.5091555041034739,PF,0.0649820746903461,6-8,0.32251548916129913,UCLA,-0.7482336279982287,-0.9798114560583836
Chris Paul,Los Angeles Clippers,2.8583470076513064,PG,-1.5863219331723317,6-0,1.1895625298166026,Wake Forest,3.2060760579176635,-0.2281303055144311
Paul Pierce,Los Angeles Clippers,-0.12679607326529926,SF,1.4469279566646058,6-7,2.2864381647618184,Kansas,-0.2802383671628844,-1.7314926066023362
Pablo Prigioni,Los Angeles Clippers,-0.5613611386923408,PG,-0.6449894189521105,6-3,3.2132388926271123,,-0.7481469166768204,-0.9798114560583836
JJ Redick,Los Angeles Clippers,0.43465924333861655,SG,-1.115266417069736,6-4,1.2484484971795422,Duke,0.43445561306636016,-0.9798114560583836
Austin Rivers,Los Angeles Clippers,-0.6157451221505308,PG,-0.33129031704492806,6-4,-0.3512542201488497,Duke,-0.33134101001344163,0.5235508450295214
C.J. Wilcox,Los Angeles Clippers,-1.0078655627653916,SG,-0.13943606147289547,6-5,0.24885390387210818,Washington,-0.7073051135262383,0.5235508450295214
Brandon Bass,Los Angeles Lakers,0.1459655831594862,PF,0.16730120864847525,6-8,0.25888541437604934,LSU,-0.3526904934951023,-0.9798114560583836
Tarik Black,Los Angeles Lakers,-0.6927202886026366,C,0.9648864997107719,6-9,-0.9470691712094822,Kansas,-0.7679300083101976,1.275231995573474
Anthony Brown,Los Angeles Lakers,-0.704203021490652,SF,-1.0026548864381704,6-7,-0.671501146954321,Stanford,-0.7958816918038816,0.5235508450295214
Kobe Bryant,Los Angeles Lakers,3.5953629187705745,SF,0.33535189763791823,6-6,1.917927569325133,,3.886529664241048,-0.2281303055144311
Jordan Clarkson,Los Angeles Lakers,-0.800726022426962,PG,-1.1945686171932017,6-5,-0.15276606476517374,Missouri,-0.7679300083101976,0.5235508450295214
Roy Hibbert,Los Angeles Lakers,2.2547747770504047,C,1.0672716877968174,7-2,-0.6614123003235277,Georgetown,2.07372678545889,-0.2281303055144311
Marcelo Huertas,Los Angeles Lakers,-0.6621429614394185,PG,-0.5583618325858382,6-3,1.6842624653008524,,-0.8295848409006614,-0.9798114560583836
Ryan Kelly,Los Angeles Lakers,-0.3615655228577849,PF,-0.4383578895307994,6-11,-0.6144812255274167,Duke,-0.5985170896874611,0.5235508450295214
Larry Nance Jr.,Los Angeles Lakers,-0.5394740631466652,PF,-0.3940410092846296,6-9,-0.9995682870675575,Wyoming,-0.708091296173673,0.5235508450295214
Julius Randle,Los Angeles Lakers,-0.38103708104745104,PF,0.9071515347395345,6-9,-1.6158274196188707,Kentucky,-0.32720892651060096,1.275231995573474
D'Angelo Russell,Los Angeles Lakers,-0.07482494459233235,PG,-1.5744784210462057,6-5,-1.156998105061963,Ohio State,0.05256353823844555,0.5235508450295214
Robert Sacre,Los Angeles Lakers,-0.7376535357527951,C,2.445821890010214,7-0,-0.4711377294337017,Gonzaga,-0.7416682321248474,-1.7314926066023362
Louis Williams,Los Angeles Lakers,0.047795199573305774,SG,-0.7466496345538466,6-1,1.2607768766331044,,0.4180768079114705,-0.9798114560583836
Metta World Peace,Los Angeles Lakers,-0.4626497618362286,SF,2.0611757477849544,6-7,1.4999285314357735,St. John's,-0.7482336279982287,-1.7314926066023362
Nick Young,Los Angeles Lakers,0.290658355425933,SF,-0.8223434719352817,6-7,0.8999159961525534,USC,0.07492523187867839,-0.9798114560583836
Eric Bledsoe,Phoenix Suns,1.473111654481974,PG,-1.4493934097812182,6-1,0.029227466536726296,Kentucky,1.6705736726971512,-0.2281303055144311
Devin Booker,Phoenix Suns,-0.5421398769579083,SG,-1.3512402348151085,6-6,-1.498500878039711,Kentucky,-0.5207485958937914,0.5235508450295214
Chase Budinger,Phoenix Suns,-0.77575616988878,SF,-0.5230811111392382,6-7,0.48021166283143124,Arizona,-0.8910344566971258,0.5235508450295214
Tyson Chandler,Phoenix Suns,1.8436563862045667,C,0.04447622618413081,7-1,0.6587132495989834,,1.5742277600213297,-0.2281303055144311
Archie Goodwin,Phoenix Suns,-0.9383345931413212,SG,-0.6088753717875107,6-5,-0.7773988417281245,Kentucky,-0.7072126214500695,0.5235508450295214
John Jenkins,Phoenix Suns,-0.8209477126726902,SG,0.018190706424052846,6-4,-0.16342406317862634,Vanderbilt,-0.7416682321248474,0.5235508450295214
Brandon Knight,Phoenix Suns,1.4119894125271253,PG,-1.5139010910923756,6-3,-0.36847387145878724,Kentucky,1.6705736726971512,-0.2281303055144311
Alex Len,Phoenix Suns,-0.06653049704395966,C,0.7951155069930019,7-1,-1.6756131608448648,Maryland,-0.197165067417284,1.275231995573474
Jon Leuer,Phoenix Suns,-0.7670063602258476,PF,0.6810463943346876,6-10,0.09219792530015067,Wisconsin,-0.7313299303110812,1.275231995573474
Phil Pressey,Phoenix Suns,-1.2737321458055315,PG,-0.7851432563244242,5-11,0.582213994335395,Missouri,-0.9200287956577876,0.5235508450295214
Ronnie Price,Phoenix Suns,-0.7367539056986417,PG,-0.6190982425910458,6-2,1.6843260674502474,Utah Valley,-0.7482336279982287,-0.9798114560583836
Mirza Teletovic,Phoenix Suns,0.10927837701056269,PF,1.2960738456085072,6-9,0.4277538529854792,,0.1290390698840057,-1.7314926066023362
P.J. Tucker,Phoenix Suns,0.36793914836395414,SF,0.6599437883769899,6-6,0.4263068281895164,Texas,0.1290390698840057,-0.9798114560583836
T.J. Warren,Phoenix Suns,-0.4664358022695752,SF,-0.2347871178581199,6-8,-1.186537753311877,North Carolina State,-0.5374665386613,1.275231995573474
Alan Williams,Phoenix Suns,-0.6231111635672698,C,0.6132464016832325,6-8,-1.4353494796935637,UC Santa Barbara,-0.9146960493911809,1.275231995573474
Quincy Acy,Sacramento Kings,-0.5332733386438421,SF,0.16202559441266448,6-7,-0.6948061612649121,Baylor,-0.7416682321248474,1.275231995573474
James Anderson,Sacramento Kings,-0.5685269871784864,SG,-0.6879001849059535,6-6,0.13497489200048368,Oklahoma State,-0.735102643559641,0.5235508450295214
Marco Belinelli,Sacramento Kings,0.3801671659673174,SG,-0.7455580799021303,6-5,0.6960744188514031,,0.23706326332708896,-0.9798114560583836
Caron Butler,Sacramento Kings,-0.5161097277522467,SF,1.0958077577174021,6-7,2.0014233362405283,Connecticut,-0.6515194812441601,-1.7314926066023362
Omri Casspi,Sacramento Kings,-0.3275326066921439,SF,0.1056640210987372,6-9,-0.0012449726910548884,,-0.38425611217325634,1.275231995573474
Willie Cauley-Stein,Sacramento Kings,-0.0177214903265264,C,-0.5172648245438678,7-0,-1.500189840553909,Kentucky,-0.2759451932940498,1.275231995573474
Darren Collison,Sacramento Kings,-0.12697510256165323,PG,-1.4373851321947237,6-0,0.9494646993485416,UCLA,0.03530586566812703,-0.9798114560583836
DeMarcus Cousins,Sacramento Kings,2.2395580257232313,C,0.8156304363648106,6-11,-1.5335587923154366,Kentucky,2.123775211332948,-0.2281303055144311
Seth Curry,Sacramento Kings,-1.1117030231265659,SG,-0.3610851052131766,6-2,0.4303875139524952,Duke,-0.7482336279982287,0.5235508450295214
Duje Dukan,Sacramento Kings,-0.9246726697061322,PF,0.21508225980926957,6-9,-0.42725973950851787,Wisconsin,-0.8295848409006614,1.275231995573474
Rudy Gay,Sacramento Kings,1.5396205624777648,SF,-0.176275800254701,6-8,0.03573408658717006,Connecticut,1.4592102021607591,-0.2281303055144311
Kosta Koufos,Sacramento Kings,0.5109324109202352,C,1.9174572713432647,7-0,-0.6102373713489379,Ohio State,0.5529610856576207,-1.7314926066023362
Ben McLemore,Sacramento Kings,-0.6169585940403525,SG,-0.525879487546754,6-5,-0.28165682940977693,Kansas,-0.32251495364503496,0.5235508450295214
Eric Moreland,Sacramento Kings,-0.7365742147310266,PF,0.5730829888610586,6-10,-0.7615720656482897,Oregon State,-0.7679300083101976,1.275231995573474
Rajon Rondo,Sacramento Kings,0.7480885036712495,PG,-1.0553460516832887,6-1,1.0987037863358293,Kentucky,0.8998063712905785,-0.9798114560583836
Cameron Bairstow,Chicago Bulls,-0.8285864995022736,PF,1.5446155361170764,6-9,-0.6189713974014113,New Mexico,-0.7679300083101976,1.275231995573474
Aaron Brooks,Chicago Bulls,-0.5548867763139889,PG,-1.8956745222928975,6-0,1.8317000877105734,Oregon,-0.4972093625088347,-0.9798114560583836
Jimmy Butler,Chicago Bulls,1.9515349842469512,SG,-0.013238964299642405,6-7,-0.3956806492701259,Marquette,2.2308251549070537,-0.2281303055144311
Mike Dunleavy,Chicago Bulls,-0.02744319720531071,SG,1.202596848378107,6-9,1.7137776981304664,Duke,-0.06365275546763749,-1.7314926066023362
Cristiano Felicio,Chicago Bulls,-0.33713393864583147,PF,0.572487601237871,6-10,-1.7906167800290627,,-0.8295848409006614,1.275231995573474
Pau Gasol,Chicago Bulls,0.8384256845968546,C,0.884371047909111,7-0,1.134849000663755,,0.5045491914562739,-0.9798114560583836
Taj Gibson,Chicago Bulls,0.6767281330618438,PF,0.3591111973142281,6-9,0.5467436888970468,USC,0.7071145459389353,-0.9798114560583836
Justin Holiday,Chicago Bulls,-0.7914791760966868,SG,-1.2292392716497722,6-6,0.6495639879159429,Washington,-0.7482336279982287,0.5235508450295214
Doug McDermott,Chicago Bulls,-0.289455574591707,SF,-0.6373937914013146,6-8,-0.7614983944330533,Creighton,-0.4720746408099663,0.5235508450295214
Nikola Mirotic,Chicago Bulls,-0.24457287687426973,PF,0.9685305541660704,6-10,-0.1645742708235292,,0.1374645199475063,1.275231995573474
E'Twaun Moore,Chicago Bulls,-1.3194069317475694,SG,0.8903745882980931,6-4,0.9700439104488849,Purdue,-0.735102643559641,-1.7314926066023362
Joakim Noah,Chicago Bulls,1.7090147605610957,C,0.15222541125443234,6-11,0.4474086187471131,Florida,1.6513044901619869,-0.2281303055144311
Bobby Portis,Chicago Bulls,-0.5165451588047567,PF,-0.5619402537069625,6-11,-1.4468770422175234,Arkansas,-0.6627008097938399,1.275231995573474
Derrick Rose,Chicago Bulls,2.657677904027799,PG,-1.4925712326353338,6-3,0.08794573976793565,Memphis,2.941003209517357,-0.2281303055144311
Tony Snell,Chicago Bulls,-0.8091749207380897,SF,-0.48598610337385917,6-7,-0.1491726362220614,New Mexico,-0.6348144488289501,0.5235508450295214
Matthew Dellavedova,Cleveland Cavaliers,-0.7242312686162133,PG,-0.9827945733261795,6-4,-0.00015019535267805955,Saint Mary's,-0.7096952629279001,0.5235508450295214
Channing Frye,Cleveland Cavaliers,1.043964090421638,PF,0.6177360012152417,6-11,0.5433568905020505,Arizona,0.647963743618916,-0.2281303055144311
Kyrie Irving,Cleveland Cavaliers,1.9584860694030042,PG,-1.4852821208971625,6-3,-0.5118748279722123,Duke,2.2308253475988793,-0.2281303055144311
LeBron James,Cleveland Cavaliers,3.3795831530611284,SF,0.9042458479475701,6-8,0.008435196049411202,,3.495461604689888,-0.2281303055144311
Richard Jefferson,Cleveland Cavaliers,-0.5069998809417301,SF,0.8792027428837775,6-7,1.6494008522251955,Arizona,-0.7482336279982287,-1.7314926066023362
Dahntay Jones,Cleveland Cavaliers,-0.6328817531354844,SG,0.9490391352559479,6-6,1.8444156421072466,Duke,-0.7482336279982287,-1.7314926066023362
James Jones,Cleveland Cavaliers,-0.3292630401336217,SG,-0.40711359681197956,6-8,1.7095861695274137,Miami (FL),-0.7482336279982287,-0.9798114560583836
Sasha Kaun,Cleveland Cavaliers,-0.23330694991036177,C,0.8983106031200846,6-11,0.2268219620402527,Kansas,-0.6848912004013351,-1.7314926066023362
Kevin Love,Cleveland Cavaliers,3.0063550976792297,PF,-0.17065440216519193,6-10,-0.9910707793375739,UCLA,2.863143379798471,-0.2281303055144311
Jordan McRae,Cleveland Cavaliers,-1.0802967591264054,SG,-1.234226626906745,6-5,0.3943030689656599,Tennessee,-0.9093394093382305,0.5235508450295214
Timofey Mozgov,Cleveland Cavaliers,0.39352769789260045,C,1.3732973318750672,7-1,-0.4898224711511475,,0.023058565940601943,1.275231995573474
Iman Shumpert,Cleveland Cavaliers,0.8402407251841736,SG,-0.7094394877186044,6-5,-0.5968382156336826,Georgia Tech,0.8012955659569312,-0.2281303055144311
J.R. Smith,Cleveland Cavaliers,0.2709194288312871,SG,-0.3212063730017066,6-6,0.4718432049485413,,0.0326931572081841,-0.9798114560583836
Tristan Thompson,Cleveland Cavaliers,1.7722902608938385,C,0.029619316097255245,6-9,-0.9505115681190641,Texas,1.817187101852456,-0.2281303055144311
Mo Williams,Cleveland Cavaliers,-0.9199488076433495,PG,1.1659484257518926,6-1,2.0686233301496677,Alabama,-0.5261131363115812,-1.7314926066023362
