Name,Team,x,Position,y,Height,z,College,Salary
Markel Brown,Brooklyn Nets,0.2700624624849633,SG,-0.6675164420054944,6-3,-1.1974121763581025,Oklahoma State,-0.7679300083101976
Wayne Ellington,Brooklyn Nets,0.2073718351062946,SG,0.241695544428755,6-4,-0.817807568638845,North Carolina,-0.6417282315225671
Rondae Hollis-Jefferson,Brooklyn Nets,0.3954437172423005,SG,-1.3494254318311814,6-7,-0.0585983532003303,Arizona,-0.6734298906294194
Jarrett Jack,Brooklyn Nets,-0.9837500850884088,PG,1.1509075308630046,6-3,-0.817807568638845,Georgia Tech,0.2831925301653202
Sergey Karasev,Brooklyn Nets,-0.48222506605906,SG,-1.1221224352226191,6-7,-0.5141238824634391,,-0.622489879679459
Sean Kilpatrick,Brooklyn Nets,-0.7329875755737344,SG,-0.2129104487883696,6-4,-0.096558813972256,Cincinnati,-0.904903836210461
Shane Larkin,Brooklyn Nets,-1.109131339845746,PG,-0.8948194386140568,5-11,-1.7668190879369885,Miami (FL),-0.6417282315225671
Brook Lopez,Brooklyn Nets,-0.4195344386803913,C,0.241695544428755,7-0,2.029226989255585,Stanford,2.863143379798471
Chris McCullough,Brooklyn Nets,-1.0464407124670774,PF,-1.3494254318311814,6-11,-0.817807568638845,Syracuse,-0.7110510426110742
Willie Reed,Brooklyn Nets,0.959659363650318,PF,-0.2129104487883696,6-10,-0.0585983532003303,Saint Louis,-0.7482336279982287
Thomas Robinson,Brooklyn Nets,1.4611843826796669,PF,-0.440213445396932,6-10,0.5867294799224071,Kansas,-0.7416682321248474
Henry Sims,Brooklyn Nets,-0.2314625565443855,C,-0.2129104487883696,6-10,1.00429454841359,Georgetown,-0.7482336279982287
Donald Sloan,Brooklyn Nets,-0.1687719291657169,PG,0.241695544428755,6-3,-0.6280052647792163,Texas A&M,-0.7482336279982287
Thaddeus Young,Brooklyn Nets,0.7715874815143121,PF,0.0143925478201926,6-8,-0.0206378924284045,Georgia Tech,1.2343107089688905
Arron Afflalo,New York Knicks,-0.8583688303310716,SG,0.6963015376458798,6-5,-0.4382029609195876,UCLA,0.6107686332631137
Lou Amundson,New York Knicks,-0.0433906744083797,PF,1.3782105274715668,6-9,-0.0585983532003303,UNLV,-0.6156231137912278
Thanasis Antetokounmpo,New York Knicks,1.586565637437004,SF,-0.8948194386140568,6-7,-0.6280052647792163,,-0.9248141044485704
Carmelo Anthony,New York Knicks,-0.6702969481950658,SF,1.1509075308630046,6-8,0.7006108622381843,Syracuse,3.4770595353688063
Jose Calderon,New York Knicks,-0.9210594577097404,PG,1.6055135240801293,6-3,-0.817807568638845,,0.4956953874650165
Cleanthony Early,New York Knicks,-0.4195344386803913,SF,-0.440213445396932,6-8,-0.4382029609195876,Wichita State,-0.7679300083101976
Langston Galloway,New York Knicks,-0.9837500850884088,SG,-0.6675164420054944,6-2,-0.817807568638845,Saint Joseph's,-0.7679300083101976
Jerian Grant,New York Knicks,-0.2941531839230542,PG,-0.8948194386140568,6-4,-1.0076098724984737,Notre Dame,-0.6277850510401222
Robin Lopez,New York Knicks,-0.6076063208163972,C,0.241695544428755,7-0,1.2700177738170702,Stanford,1.5067856211482544
Kyle O'Quinn,New York Knicks,-0.5449156934377286,PF,-0.2129104487883696,6-10,1.0802154699574416,Norfolk State,-0.2081716244813699
Kristaps Porzingis,New York Knicks,-0.7329875755737344,PF,-1.5767284284397438,7-3,0.7006108622381843,,-0.1346173009081406
Kevin Seraphin,New York Knicks,-1.0464407124670774,C,-0.2129104487883696,6-10,2.143108371571362,,-0.3885311730105079
Lance Thomas,New York Knicks,1.5238750100583354,SF,0.241695544428755,6-8,0.5108085583785557,Duke,-0.6153598967577975
Sasha Vujacic,New York Knicks,0.0192999529702888,SG,1.1509075308630046,6-7,-1.0076098724984737,,-0.7482336279982287
Derrick Williams,New York Knicks,0.3327530898636319,PF,-0.440213445396932,6-8,0.7006108622381843,Arizona,-0.1599986681434591
Tony Wroten,New York Knicks,-0.795678202952403,SG,-0.8948194386140568,6-6,-0.6280052647792163,Washington,-0.8985082018352146
Elton Brand,Philadelphia 76ers,1.5238750100583354,PF,2.2874225139058164,6-9,1.2320573130451444,Duke,-0.8233709149167217
Isaiah Canaan,Philadelphia 76ers,-1.109131339845746,PG,-0.440213445396932,6-0,-0.7798471078669192,Murray State,-0.7482336279982287
Robert Covington,Philadelphia 76ers,0.959659363650318,SF,-0.440213445396932,6-9,-0.2484006570599589,Tennessee State,-0.7380741441983887
Joel Embiid,Philadelphia 76ers,0.2073718351062946,C,-1.1221224352226191,7-0,1.0802154699574416,Kansas,-0.0391886013209928
Jerami Grant,Philadelphia 76ers,1.3358031279223297,SF,-1.1221224352226191,6-8,-0.4382029609195876,Syracuse,-0.7679300083101976
Richaun Holmes,Philadelphia 76ers,0.2700624624849633,PF,-1.1221224352226191,6-10,0.890413166097813,Bowling Green,-0.7237823842038826
Carl Landry,Philadelphia 76ers,-0.6702969481950658,PF,1.1509075308630046,6-9,1.00429454841359,Purdue,0.3217308952356489
Kendall Marshall,Philadelphia 76ers,-0.795678202952403,PG,-0.6675164420054944,6-4,-0.817807568638845,North Carolina,-0.5174859379069374
T.J. McConnell,Philadelphia 76ers,-0.3568438113017227,PG,-0.6675164420054944,6-2,-0.817807568638845,Arizona,-0.8295848409006614
Nerlens Noel,Philadelphia 76ers,-0.8583688303310716,PF,-1.1221224352226191,6-11,0.2450853329750755,Kentucky,-0.26447617584912
Jahlil Okafor,Philadelphia 76ers,-0.6076063208163972,C,-1.5767284284397438,6-11,2.029226989255585,Duke,-0.0477209953475636
Ish Smith,Philadelphia 76ers,-1.0464407124670774,PG,0.0143925478201926,6-0,-1.7668190879369885,Wake Forest,-0.7482336279982287
Nik Stauskas,Philadelphia 76ers,-0.4195344386803913,SG,-1.1221224352226191,6-6,-0.6280052647792163,Michigan,-0.3778483382130128
Hollis Thompson,Philadelphia 76ers,0.8342781088929807,SG,-0.440213445396932,6-8,-0.5900448040072905,Georgetown,-0.7482336279982287
Christian Wood,Philadelphia 76ers,1.085040618407655,PF,-1.5767284284397438,6-11,-0.0585983532003303,UNLV,-0.8295848409006614
Bismack Biyombo,Toronto Raptors,-0.6076063208163972,C,-0.8948194386140568,6-9,0.890413166097813,,-0.3885311730105079
Bruno Caboclo,Toronto Raptors,0.144681207727626,SF,-1.5767284284397438,6-9,-0.6280052647792163,,-0.6371036277141277
DeMarre Carroll,Toronto Raptors,-0.795678202952403,SF,0.4689985410373174,6-8,-0.3622820393757361,Missouri,1.6898428552323157
DeMar DeRozan,Toronto Raptors,-0.48222506605906,SG,-0.2129104487883696,6-7,-0.0585983532003303,USC,1.0057868752339822
James Johnson,Toronto Raptors,-0.9210594577097404,PF,0.4689985410373174,6-9,1.0802154699574416,Wake Forest,-0.4490364061709239
Cory Joseph,Toronto Raptors,-0.7329875755737344,PG,-0.6675164420054944,6-3,-1.1974121763581025,Texas,0.4180768079114705
Kyle Lowry,Toronto Raptors,-0.6702969481950658,PG,0.6963015376458798,6-0,-0.6280052647792163,Villanova,1.3815359346696865
Lucas Nogueira,Toronto Raptors,4.658406378991765,C,-0.8948194386140568,7-0,-0.0585983532003303,,-0.5758276272523051
Patrick Patterson,Toronto Raptors,2.2761625386023585,PF,0.0143925478201926,6-9,0.5108085583785557,Kentucky,0.27715645873618
Norman Powell,Toronto Raptors,0.3954437172423005,SG,-0.8948194386140568,6-4,-0.2484006570599589,UCLA,-0.8055162830714637
Terrence Ross,Toronto Raptors,0.8342781088929807,SF,-0.440213445396932,6-7,-1.0076098724984737,Washington,-0.2459552156717961
Luis Scola,Toronto Raptors,-0.8583688303310716,PF,2.0601195172972537,6-9,0.7006108622381843,,-0.3719596760302666
Jason Thompson,Toronto Raptors,-1.0464407124670774,PF,0.4689985410373174,6-11,1.0802154699574416,Rider,-0.883522365885792
Jonas Valanciunas,Toronto Raptors,-0.0433906744083797,C,-0.6675164420054944,7-0,1.2700177738170702,,-0.032729185951555
Delon Wright,Toronto Raptors,2.338853165981027,PG,-0.6675164420054944,6-5,-1.1974121763581025,Utah,-0.6399246360372757
Leandro Barbosa,Golden State Warriors,0.0819905803489574,SG,1.3782105274715668,6-3,-1.0455703332703994,,-0.4490364061709239
Harrison Barnes,Golden State Warriors,1.3984937553009982,SF,-0.6675164420054944,6-8,0.1312039506592983,North Carolina,-0.1843938386166278
Andrew Bogut,Golden State Warriors,-0.3568438113017227,C,0.923604534254442,7-0,1.459820077676699,Utah,1.728381220302644
Ian Clark,Golden State Warriors,0.2073718351062946,SG,-0.440213445396932,6-3,-1.7668190879369885,Belmont,-0.7482336279982287
Stephen Curry,Golden State Warriors,0.7715874815143121,PG,0.241695544428755,6-3,-1.1974121763581025,Davidson,1.2602915404728776
Festus Ezeli,Golden State Warriors,0.8342781088929807,C,-0.2129104487883696,6-11,1.6496223815363276,Vanderbilt,-0.5436966507585693
Draymond Green,Golden State Warriors,0.3327530898636319,PF,-0.2129104487883696,6-7,0.321006254518927,Michigan State,1.817187101852456
Andre Iguodala,Golden State Warriors,-0.5449156934377286,SF,1.1509075308630046,6-6,-0.2484006570599589,Arizona,1.32574317279007
Shaun Livingston,Golden State Warriors,1.0223499910289866,PG,0.6963015376458798,6-7,-1.1214912548142508,,0.1374645199475063
Kevon Looney,Golden State Warriors,1.1477312457863238,SF,-1.5767284284397438,6-9,-0.0585983532003303,UCLA,-0.7126465309249859
James Michael McAdoo,Golden State Warriors,0.144681207727626,SF,-0.8948194386140568,6-9,0.7006108622381843,North Carolina,-0.7679300083101976
Brandon Rush,Golden State Warriors,-0.8583688303310716,SF,0.6963015376458798,6-6,-0.0585983532003303,Kansas,-0.685861596433806
Marreese Speights,Golden State Warriors,-0.795678202952403,C,0.241695544428755,6-10,1.2700177738170702,Florida,-0.195646655833513
Klay Thompson,Golden State Warriors,-0.4195344386803913,SG,-0.2129104487883696,6-7,-0.2484006570599589,Washington State,2.056150015225789
Anderson Varejao,Golden State Warriors,0.0192999529702888,PF,1.3782105274715668,6-11,1.953306067711733,,-0.8749325496952665
Cole Aldrich,Los Angeles Clippers,1.7119468921943413,C,0.0143925478201926,6-11,1.0802154699574416,Kansas,-0.7186889611843627
Jeff Ayres,Los Angeles Clippers,0.0819905803489574,PF,0.4689985410373174,6-9,1.0802154699574416,Arizona State,-0.9092916217655432
Jamal Crawford,Los Angeles Clippers,-0.4195344386803913,SG,2.0601195172972537,6-5,-1.0076098724984737,Michigan,0.1627601393205432
Branden Dawson,Los Angeles Clippers,0.2700624624849633,SF,-0.8948194386140568,6-6,0.1312039506592983,Michigan State,-0.8295848409006614
Jeff Green,Los Angeles Clippers,-0.6076063208163972,SF,0.4689985410373174,6-9,0.5108085583785557,Georgetown,0.928710145093325
Blake Griffin,Los Angeles Clippers,0.8969687362716494,PF,0.0143925478201926,6-10,1.1181759307293673,Oklahoma,2.7125982666386914
Wesley Johnson,Los Angeles Clippers,0.959659363650318,SF,0.241695544428755,6-7,-0.2484006570599589,Syracuse,-0.7186889611843627
DeAndre Jordan,Los Angeles Clippers,-0.7329875755737344,C,0.0143925478201926,6-11,1.6496223815363276,Texas A&M,2.863143379798471
Luc Richard Mbah a Moute,Los Angeles Clippers,-0.3568438113017227,PF,0.4689985410373174,6-8,0.321006254518927,UCLA,-0.7482336279982287
Chris Paul,Los Angeles Clippers,-0.9210594577097404,PG,0.923604534254442,6-0,-1.7668190879369885,Wake Forest,3.2060760579176635
Paul Pierce,Los Angeles Clippers,1.0223499910289866,SF,2.514725510514378,6-7,0.5108085583785557,Kansas,-0.2802383671628844
Pablo Prigioni,Los Angeles Clippers,-0.5449156934377286,PG,2.742028507122941,6-3,-1.3872144802177309,,-0.7481469166768204
JJ Redick,Los Angeles Clippers,-0.8583688303310716,SG,0.923604534254442,6-4,-1.1974121763581025,Duke,0.4344556130663601
Austin Rivers,Los Angeles Clippers,0.4581343446209691,PG,-0.8948194386140568,6-4,-0.817807568638845,Duke,-0.3313410100134416
C.J. Wilcox,Los Angeles Clippers,0.7715874815143121,SG,-0.440213445396932,6-5,-1.0076098724984737,Washington,-0.7073051135262383
Brandon Bass,Los Angeles Lakers,-0.9837500850884088,PF,0.923604534254442,6-8,1.0802154699574416,LSU,-0.3526904934951023
Tarik Black,Los Angeles Lakers,0.6462062267569749,C,-0.6675164420054944,6-9,1.0802154699574416,Kansas,-0.7679300083101976
Anthony Brown,Los Angeles Lakers,-0.9210594577097404,SF,-0.8948194386140568,6-7,-0.4382029609195876,Stanford,-0.7958816918038816
Kobe Bryant,Los Angeles Lakers,0.3954437172423005,SF,2.2874225139058164,6-6,-0.3622820393757361,,3.886529664241048
Jordan Clarkson,Los Angeles Lakers,-0.7329875755737344,PG,-0.6675164420054944,6-5,-1.0455703332703994,Missouri,-0.7679300083101976
Roy Hibbert,Los Angeles Lakers,-0.0433906744083797,C,0.4689985410373174,7-2,1.839424685395956,Georgetown,2.07372678545889
Marcelo Huertas,Los Angeles Lakers,-0.5449156934377286,PG,1.3782105274715668,6-3,-0.817807568638845,,-0.8295848409006614
Ryan Kelly,Los Angeles Lakers,-0.8583688303310716,PF,-0.440213445396932,6-11,0.321006254518927,Duke,-0.5985170896874611
Larry Nance Jr.,Los Angeles Lakers,-0.6702969481950658,PF,-0.8948194386140568,6-9,0.321006254518927,Wyoming,-0.708091296173673
Julius Randle,Los Angeles Lakers,0.7715874815143121,PF,-1.3494254318311814,6-9,1.0802154699574416,Kentucky,-0.3272089265106009
D'Angelo Russell,Los Angeles Lakers,-1.0464407124670774,PG,-1.5767284284397438,6-5,-1.0076098724984737,Ohio State,0.0525635382384455
Robert Sacre,Los Angeles Lakers,2.025400029087684,C,0.0143925478201926,7-0,1.839424685395956,Gonzaga,-0.7416682321248474
Louis Williams,Los Angeles Lakers,0.3327530898636319,SG,0.4689985410373174,6-1,-1.7668190879369885,,0.4180768079114705
Metta World Peace,Los Angeles Lakers,1.2104218731649925,SF,2.0601195172972537,6-7,1.459820077676699,St. John's,-0.7482336279982287
Nick Young,Los Angeles Lakers,-1.109131339845746,SF,0.923604534254442,6-7,-0.4382029609195876,USC,0.0749252318786783
Eric Bledsoe,Phoenix Suns,-0.9837500850884088,PG,-0.2129104487883696,6-1,-1.1974121763581025,Kentucky,1.6705736726971512
Devin Booker,Phoenix Suns,-1.0464407124670774,SG,-1.8040314250483065,6-6,-0.5900448040072905,Kentucky,-0.5207485958937914
Chase Budinger,Phoenix Suns,-0.48222506605906,SF,0.241695544428755,6-7,-0.4761634216915134,Arizona,-0.8910344566971258
Tyson Chandler,Phoenix Suns,-0.8583688303310716,C,1.3782105274715668,7-1,0.7006108622381843,,1.5742277600213297
Archie Goodwin,Phoenix Suns,0.144681207727626,SG,-1.3494254318311814,6-5,-0.817807568638845,Kentucky,-0.7072126214500695
John Jenkins,Phoenix Suns,0.3327530898636319,SG,-0.440213445396932,6-4,-0.2484006570599589,Vanderbilt,-0.7416682321248474
Brandon Knight,Phoenix Suns,-0.9210594577097404,PG,-0.6675164420054944,6-3,-1.235372637130028,Kentucky,1.6705736726971512
Alex Len,Phoenix Suns,0.2073718351062946,C,-1.1221224352226191,7-1,1.459820077676699,Maryland,-0.197165067417284
Jon Leuer,Phoenix Suns,0.7715874815143121,PF,0.0143925478201926,6-10,0.2450853329750755,Wisconsin,-0.7313299303110812
Phil Pressey,Phoenix Suns,0.4581343446209691,PG,-0.440213445396932,5-11,-1.7668190879369885,Missouri,-0.9200287956577876
Ronnie Price,Phoenix Suns,-0.2314625565443855,PG,1.1509075308630046,6-2,-1.1974121763581025,Utah Valley,-0.7482336279982287
Mirza Teletovic,Phoenix Suns,1.085040618407655,PF,0.6963015376458798,6-9,0.7765317837820358,,0.1290390698840057
P.J. Tucker,Phoenix Suns,-0.0433906744083797,SF,0.923604534254442,6-6,0.890413166097813,Texas,0.1290390698840057
T.J. Warren,Phoenix Suns,-0.3568438113017227,SF,-1.1221224352226191,6-8,0.321006254518927,North Carolina State,-0.5374665386613
Alan Williams,Phoenix Suns,-0.1687719291657169,C,-0.8948194386140568,6-8,1.459820077676699,UC Santa Barbara,-0.9146960493911808
Quincy Acy,Sacramento Kings,-0.2941531839230542,SF,-0.440213445396932,6-7,0.7006108622381843,Baylor,-0.7416682321248474
James Anderson,Sacramento Kings,-0.795678202952403,SG,0.0143925478201926,6-6,-0.3243215786038104,Oklahoma State,-0.735102643559641
Marco Belinelli,Sacramento Kings,-0.9210594577097404,SG,0.6963015376458798,6-5,-0.4382029609195876,,0.2370632633270889
Caron Butler,Sacramento Kings,0.8342781088929807,SF,2.0601195172972537,6-7,0.2450853329750755,Connecticut,-0.6515194812441601
Omri Casspi,Sacramento Kings,0.0192999529702888,SF,0.0143925478201926,6-9,0.1312039506592983,,-0.3842561121732563
Willie Cauley-Stein,Sacramento Kings,-1.109131339845746,C,-1.1221224352226191,7-0,0.7006108622381843,Kentucky,-0.2759451932940498
Darren Collison,Sacramento Kings,-0.6702969481950658,PG,0.241695544428755,6-0,-1.7668190879369885,UCLA,0.035305865668127
DeMarcus Cousins,Sacramento Kings,-0.1687719291657169,C,-0.440213445396932,6-11,1.839424685395956,Kentucky,2.123775211332948
Seth Curry,Sacramento Kings,0.7715874815143121,SG,-0.440213445396932,6-2,-1.3872144802177309,Duke,-0.7482336279982287
Duje Dukan,Sacramento Kings,0.5208249719996377,PF,-0.6675164420054944,6-9,-0.0585983532003303,Wisconsin,-0.8295848409006614
Rudy Gay,Sacramento Kings,-0.6076063208163972,SF,0.4689985410373174,6-8,0.321006254518927,Connecticut,1.4592102021607591
Kosta Koufos,Sacramento Kings,1.4611843826796669,C,0.0143925478201926,7-0,1.6496223815363276,Ohio State,0.5529610856576207
Ben McLemore,Sacramento Kings,0.3327530898636319,SG,-0.8948194386140568,6-5,-1.0076098724984737,Kansas,-0.3225149536450349
Eric Moreland,Sacramento Kings,0.4581343446209691,PF,-0.6675164420054944,6-10,0.6246899406943328,Oregon State,-0.7679300083101976
Rajon Rondo,Sacramento Kings,-0.5449156934377286,PG,0.6963015376458798,6-1,-1.3492540194458051,Kentucky,0.8998063712905785
Cameron Bairstow,Chicago Bulls,1.4611843826796669,PF,-0.440213445396932,6-9,1.0802154699574416,New Mexico,-0.7679300083101976
Aaron Brooks,Chicago Bulls,-1.109131339845746,PG,0.923604534254442,6-0,-2.2982655387439483,Oregon,-0.4972093625088347
Jimmy Butler,Chicago Bulls,0.2073718351062946,SG,-0.2129104487883696,6-7,-0.0585983532003303,Marquette,2.2308251549070537
Mike Dunleavy,Chicago Bulls,1.0223499910289866,SG,1.8328165206886915,6-9,0.321006254518927,Duke,-0.0636527554676374
Cristiano Felicio,Chicago Bulls,-0.7329875755737344,PF,-0.8948194386140568,6-10,2.029226989255585,,-0.8295848409006614
Pau Gasol,Chicago Bulls,-0.1060813017870483,C,1.8328165206886915,7-0,1.0802154699574416,,0.5045491914562739
Taj Gibson,Chicago Bulls,0.2700624624849633,PF,0.6963015376458798,6-9,0.1312039506592983,USC,0.7071145459389353
Justin Holiday,Chicago Bulls,-0.6702969481950658,SG,0.0143925478201926,6-6,-1.3872144802177309,Washington,-0.7482336279982287
Doug McDermott,Chicago Bulls,-0.9210594577097404,SF,-0.6675164420054944,6-8,0.1312039506592983,Creighton,-0.4720746408099663
Nikola Mirotic,Chicago Bulls,1.6492562648156726,PF,-0.440213445396932,6-10,-0.0585983532003303,,0.1374645199475063
E'Twaun Moore,Chicago Bulls,2.338853165981027,SG,0.0143925478201926,6-4,-1.1594517155861763,Purdue,-0.735102643559641
Joakim Noah,Chicago Bulls,-0.2941531839230542,C,0.923604534254442,6-11,0.3969271760627784,Florida,1.6513044901619869
Bobby Portis,Chicago Bulls,-0.795678202952403,PF,-1.3494254318311814,6-11,0.321006254518927,Arkansas,-0.6627008097938399
Derrick Rose,Chicago Bulls,-1.0464407124670774,PG,0.0143925478201926,6-3,-1.1974121763581025,Memphis,2.941003209517357
Tony Snell,Chicago Bulls,0.144681207727626,SF,-0.6675164420054944,6-7,-0.817807568638845,New Mexico,-0.6348144488289501
Matthew Dellavedova,Cleveland Cavaliers,-0.6076063208163972,PG,-0.440213445396932,6-4,-0.8937284901826964,Saint Mary's,-0.7096952629279001
Channing Frye,Cleveland Cavaliers,-0.5449156934377286,PF,1.3782105274715668,6-11,1.2700177738170702,Arizona,0.647963743618916
Kyrie Irving,Cleveland Cavaliers,-0.9837500850884088,PG,-0.6675164420054944,6-3,-1.083530794042325,Duke,2.2308253475988797
LeBron James,Cleveland Cavaliers,0.3327530898636319,SF,0.923604534254442,6-8,1.0802154699574416,,3.495461604689888
Richard Jefferson,Cleveland Cavaliers,0.3954437172423005,SF,1.8328165206886915,6-7,0.4348876368347041,Arizona,-0.7482336279982287
Dahntay Jones,Cleveland Cavaliers,0.7715874815143121,SG,1.8328165206886915,6-6,0.1312039506592983,Duke,-0.7482336279982287
James Jones,Cleveland Cavaliers,-1.0464407124670774,SG,1.8328165206886915,6-8,-0.1345192747441818,Miami (FL),-0.7482336279982287
Sasha Kaun,Cleveland Cavaliers,-0.2314625565443855,C,0.923604534254442,6-11,1.459820077676699,Kansas,-0.6848912004013351
Kevin Love,Cleveland Cavaliers,-1.109131339845746,PF,0.0143925478201926,6-10,1.1181759307293673,UCLA,2.863143379798471
Jordan McRae,Cleveland Cavaliers,-0.3568438113017227,SG,-0.440213445396932,6-5,-1.6149772448492854,Tennessee,-0.9093394093382304
Timofey Mozgov,Cleveland Cavaliers,0.144681207727626,C,0.4689985410373174,7-1,2.029226989255585,,0.0230585659406019
Iman Shumpert,Cleveland Cavaliers,-0.8583688303310716,SG,-0.440213445396932,6-5,-0.0585983532003303,Georgia Tech,0.8012955659569312
J.R. Smith,Cleveland Cavaliers,-0.795678202952403,SG,0.6963015376458798,6-6,0.1312039506592983,,0.0326931572081841
Tristan Thompson,Cleveland Cavaliers,-0.2941531839230542,C,-0.440213445396932,6-9,0.6246899406943328,Texas,1.817187101852456
Mo Williams,Cleveland Cavaliers,2.150781283845021,PG,1.3782105274715668,6-1,-0.8937284901826964,Alabama,-0.5261131363115812
Joel Anthony,Detroit Pistons,2.025400029087684,C,1.3782105274715668,6-9,0.890413166097813,UNLV,-0.4490364061709239
Aron Baynes,Detroit Pistons,-0.3568438113017227,C,0.4689985410373174,6-10,1.459820077676699,Washington State,0.3217308952356489
Steve Blake,Detroit Pistons,0.2700624624849633,PG,2.0601195172972537,6-3,-1.8807004702527652,Maryland,-0.5125351068381776
Lorenzo Brown,Detroit Pistons,-0.0433906744083797,PG,-0.440213445396932,6-5,-1.235372637130028,North Carolina State,-0.9092916217655432
Reggie Bullock,Detroit Pistons,0.4581343446209691,SF,-0.440213445396932,6-7,-0.6280052647792163,North Carolina,-0.6894310198066198
Kentavious Caldwell-Pope,Detroit Pistons,-0.795678202952403,SG,-0.8948194386140568,6-5,-0.6280052647792163,Georgia,-0.3735474566711641
Spencer Dinwiddie,Detroit Pistons,-0.6076063208163972,PG,-0.8948194386140568,6-6,-0.817807568638845,Colorado,-0.7679300083101976
Andre Drummond,Detroit Pistons,-1.109131339845746,C,-1.1221224352226191,6-11,2.181068832343288,Connecticut,-0.3002607820433483
Tobias Harris,Detroit Pistons,1.0223499910289866,SF,-0.8948194386140568,6-9,0.5108085583785557,Tennessee,2.1523032360762597
Darrun Hilliard,Detroit Pistons,-0.7329875755737344,SF,-0.8948194386140568,6-6,-0.6280052647792163,Villanova,-0.815150874339046
Reggie Jackson,Detroit Pistons,-1.0464407124670774,PG,-0.2129104487883696,6-3,-0.5141238824634391,Boston College,1.750163875007695
Stanley Johnson,Detroit Pistons,-0.9210594577097404,SF,-1.5767284284397438,6-7,0.890413166097813,Arizona,-0.383143509573676
Jodie Meeks,Detroit Pistons,0.144681207727626,SG,0.241695544428755,6-4,-0.4382029609195876,Kentucky,0.2774117754047709
Marcus Morris,Detroit Pistons,-0.2941531839230542,PF,-0.2129104487883696,6-9,0.5108085583785557,Kansas,0.0326931572081841
Anthony Tolliver,Detroit Pistons,1.586565637437004,PF,0.923604534254442,6-8,0.7006108622381843,Creighton,-0.3526904934951023
Lavoy Allen,Indiana Pacers,-0.795678202952403,PF,0.0143925478201926,6-9,1.2700177738170702,Temple,-0.1503640768758769
Rakeem Christmas,Indiana Pacers,0.4581343446209691,PF,-0.6675164420054944,6-9,1.0802154699574416,Syracuse,-0.736720291433468
Monta Ellis,Indiana Pacers,-0.4195344386803913,SG,0.6963015376458798,6-3,-1.3872144802177309,,1.053959831571893
Paul George,Indiana Pacers,-0.2941531839230542,SF,-0.2129104487883696,6-9,-0.0585983532003303,Fresno State,2.368138505803586
George Hill,Indiana Pacers,-0.9210594577097404,PG,0.6963015376458798,6-3,-1.2733330979019537,IUPUI,0.6107686332631137
Jordan Hill,Indiana Pacers,0.5835155993783063,C,0.241695544428755,6-10,0.5108085583785557,Arizona,-0.1599986681434591
Solomon Hill,Indiana Pacers,1.6492562648156726,SF,-0.440213445396932,6-7,0.1312039506592983,Arizona,-0.6689209019161909
Ty Lawson,Indiana Pacers,-0.48222506605906,PG,0.241695544428755,5-11,-1.0076098724984737,North Carolina,-0.8899646316827735
Ian Mahinmi,Indiana Pacers,0.6462062267569749,C,0.4689985410373174,6-11,1.0802154699574416,,-0.1599986681434591
C.J. Miles,Indiana Pacers,-1.109131339845746,SF,0.4689985410373174,6-6,0.3589667152908527,,-0.0840347332942075
Glenn Robinson III,Indiana Pacers,1.3984937553009982,SG,-1.1221224352226191,6-7,0.0173225683435211,Michigan,-0.7188049616632244
