Airport.Code,Airport.Name,Time.Label,x,Time.Month Name,y,z,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather
MCO,"Orlando, FL: Orlando International",2003/06,-2.1540229988367687,June,0.5112531767567579,-1.2304444301109048,-0.632039775357841,-0.4551217679790666,-0.4287539050448208,-0.4019178584658939,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.1106629931917097,-0.7081234272034107,-0.5926542964146208,-0.5193280716608799,-0.5702264712873064,-0.6238782404207557,-0.7117135943856868,-0.60114231496539,-0.4685224272387821,-0.6056959838910048,-0.6217085191278109,-0.4768849493663566
MDW,"Chicago, IL: Chicago Midway International",2003/06,-2.6128177890148643,June,1.5309091090066964,-0.3609448422336526,-0.6729797267150448,-0.698096173485599,1.069486641148972,-0.5216277993129084,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,Southwest Airlines Co.",-1.4207860209152252,-0.5765779476491061,-0.8480683118452049,-0.6018444956536164,-0.5990804752537113,-0.7049078188432368,-1.0887320576514483,-0.7347680626202822,-0.5964095921484271,0.463615674116513,-0.8162997013560973,-0.5898929556305439
MIA,"Miami, FL: Miami International",2003/06,-2.673917983541307,June,0.2381049077789421,-1.626326243484381,-1.0307593016193055,-0.4008864096070728,-0.5952250768441312,-0.1624979767718649,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",-0.5473706690995482,-0.6423506874262583,-0.7580597114417497,-0.1617569010256886,-1.0322652620740242,-1.0198447234673045,-0.9212687759958976,-0.9473615174640444,-0.3834551677689694,-0.5668119235998224,-0.7353238685134219,-0.3762275448796762
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2003/06,-0.8480401673493186,June,1.830410872098512,-0.3982736690494102,-0.7352796526933987,-0.2121473624725343,0.5700731257510412,0.3695462047704216,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",-0.5473706690995482,-0.3896448977561467,-0.423157581369153,-0.464317122332389,0.2153893639798096,0.0431584150463234,-0.310484067571786,-0.7333229019658453,-0.3806618108906011,1.233520067881926,-0.506601578932442,-0.0225371864763253
ORD,"Chicago, IL: Chicago O'Hare International",2003/06,4.539724165026948,June,1.5664584273936173,-0.23957492224520607,0.3433990656746707,2.161191919885915,0.9030154693496618,1.047902536236837,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",-0.1106629931917097,0.1642308056303993,1.459424898497922,0.278330693602239,2.949587285289856,2.666563884800069,0.7922908269434618,0.1663154118613458,1.574930904565338,1.5251505200657944,1.0617447390827872,0.6366761833980998
PDX,"Portland, OR: Portland International",2003/06,-3.1533773245444827,June,1.8855881947252613,-0.3241052528817777,-0.9631193819856642,-0.8043974758947069,0.9030154693496618,-0.7477465764683802,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",-1.4207860209152252,-0.6804296420340834,-1.0041221839732737,-0.6293499703178619,-0.976992981748768,-1.0422881678505098,-1.1000360346900533,-0.9677744117079649,-0.6789784454661589,1.140198323183088,-0.950692033315276,-0.8103511973590402
PHL,"Philadelphia, PA: Philadelphia International",2003/06,-1.3773745435668305,June,0.016311647810523765,-1.6889927002885314,-0.3988600524102879,0.1392977597779856,-0.7616962486434414,-0.1891001858489792,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",-0.1106629931917097,-0.4519559143871332,-0.2063186803971924,-0.2167678503541796,-0.4379477258309305,-0.4122686219505352,-0.7622320954054885,-0.4749746285450022,0.0079964961424958,-0.7417901949101434,-0.3406489402515054,-0.3313022309139953
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2003/06,-0.6174670575483883,June,3.4925216130071814,0.5128822474266417,-0.3917400608699046,-0.3151945433793226,2.2347848437441447,-0.495025590235794,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.1106629931917097,-0.5419607161874469,-0.3617880810940698,-0.4918225969966344,0.5440252273374346,0.30752470148226,-0.3497808022950817,-0.5665100721394214,-0.4581124016051114,2.162849108841187,-0.5261501926038561,-0.5645742219866549
SAN,"San Diego, CA: San Diego International",2003/06,-2.5634814324714026,June,1.4259597015510725,-0.890827116943552,-0.783339595590986,-0.6655549584624028,0.4036019539517309,-0.641337740159923,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.1106629931917097,-0.6700444725955856,-0.7890366972948869,-0.6568554449821074,-0.6519170279714139,-0.7355125157294258,-0.8215882512009268,-0.8687292939985257,-0.6007991529572917,0.0436678229717424,-0.8140798632686342,-0.6970344260504153
SEA,"Seattle, WA: Seattle/Tacoma International",2003/06,-0.9315938660127534,June,5.010379730517436,0.7865593044157787,-0.4220000249165336,-0.5429830485416967,3.733025389937938,-0.5615311129285799,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.1106629931917097,-0.5211903773104515,-0.5178419532221384,-0.5193280716608799,-0.2991112522003717,-0.3864732345750332,-0.5086530614012928,-0.5494520151290151,-0.5416181572298735,3.4421346924210905,-0.5907097524756089,-0.5136279896544393
SFO,"San Francisco, CA: San Francisco International",2003/06,-0.8273760526459057,June,3.534169442739401,-0.028337452195789783,-0.8491995173395315,0.1360436382756659,1.4024289847475928,-0.2556057085417651,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",-0.5473706690995482,-0.4519559143871332,-0.3050943522685168,-0.5193280716608799,-0.1954991470482813,-0.249917991801895,-0.5075843217540065,-0.8137099633688946,0.0057236405458111,3.6015593396149383,-0.3993123293929214,-0.445699679878152
SLC,"Salt Lake City, UT: Salt Lake City International",2003/06,-2.04799083712567,June,2.537285032300232,0.19385218719974856,-0.8883594708116396,-0.653623179620564,1.5689001565469032,-0.5615311129285799,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",-0.9840783450073868,-0.6215803485492629,-0.7861143401389306,-0.7668773436390893,0.0443263404646946,-0.1917690677181361,-0.7725495435389061,-0.9168324986390662,-0.5997061002657562,1.3385070306681186,-0.8171683336511916,-0.7089218802612656
TPA,"Tampa, FL: Tampa International",2003/06,-2.762332694198606,June,0.4827815600321502,-1.3638145226676592,-0.8224995490630941,-0.4670535468209053,-0.4287539050448208,-0.4817244856972369,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.5473706690995482,-0.697738257764913,-0.7481236971114981,-0.464317122332389,-0.9365224307309534,-0.9468306608959682,-0.9869140535619052,-0.7961873904338479,-0.4510856343023836,-0.3879452462603829,-0.7425800190997143,-0.5670443423421563
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2003/07,9.149391931012556,July,0.19309476734920045,-0.9748170727994088,1.7834173547171923,3.327252124883782,1.2359578129482824,3.841134489333841,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",-0.5473706690995482,0.936195067225398,2.95158046232923,1.18601135752234,2.550690048637414,2.7656648080505857,2.147329383589322,1.7372308496744495,2.4231571432395524,0.5608258248444692,2.47671165153698,3.537215010845571
BOS,"Boston, MA: Logan International",2003/07,-1.177862655048609,July,0.27363788900469127,-1.5737545582621377,-0.3597000989381798,-0.3748534375885158,-0.9281674204427518,-0.2290034994646508,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0.7627523586239672,0.0430704955145924,-0.4044544955710324,-0.6843609196463528,-0.2288498789055545,-0.280668425339923,-0.2635417338332884,-0.3300972729377089,-0.3149745491421387,-0.7845626612304442,-0.3405348774248769,-0.1934386385725756
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2003/07,-1.105719243245463,July,0.3116778010659556,-1.1839258649476916,-0.2546802237175262,-0.4453594034721078,-0.2622827332455105,0.316341786616193,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.5473706690995482,-0.5419607161874469,-0.4225731099379617,-0.2167678503541796,-0.4495642728823403,-0.4790160084927949,-0.6834330991036498,-0.1686263762446498,-0.2849416251889987,-0.5084858331630486,-0.3144671345084625,0.5980805528433911
CLT,"Charlotte, NC: Charlotte Douglas International",2003/07,-1.3380717278550525,July,-0.2860916573172286,-1.6037033815948711,-0.4398000037674919,-0.0103918293287173,-0.9281674204427518,-0.0560891404634076,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",-0.5473706690995482,-0.1750180626938601,-0.2963272808006477,-0.1067459516971977,-0.444318090342994,-0.4274252337417907,-0.7066576337466017,-0.4363423874790745,-0.1292076417092844,-0.8234467215216266,-0.3638300162478592,0.0450823582555243
DCA,"Washington, DC: Ronald Reagan Washington National",2003/07,-1.947240293525051,July,0.6676762939094079,-1.750297044386982,-0.923959428513556,-0.4139028956163513,-0.4287539050448208,-0.0560891404634076,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0.3260446827161287,-0.1127070460628736,-0.6674666396071031,-0.409306173003898,-0.7519692235432336,-0.758247433416309,-0.7088773237832733,-0.810535771217185,-0.3327756929757157,-0.3918336522895012,-0.5980273215070089,-0.0345790232093945
DEN,"Denver, CO: Denver International",2003/07,-0.7868184400489201,July,0.5901219190736682,-1.0962073276575865,-0.632039775357841,-0.3347192723932404,-0.5952250768441312,0.4360517274632075,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0.3260446827161287,-0.4934965921411241,-0.3793222240298078,-0.5193280716608799,0.3025134668653829,0.1171926341805328,-0.2411393066113259,-0.5001875206768736,-0.3325154423348739,-0.4851553969883391,-0.3869759959898656,0.0670046764105988
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2003/07,5.739375125546321,July,2.014880464919217,0.5535434951630009,1.1639780907038455,1.2218355128829823,2.0683136719448343,2.2050986310913103,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",0.3260446827161287,0.2092332065305562,1.520209927341814,0.9934730348726214,2.5720495061190385,2.3937448725574706,1.7685844947394826,0.8708570373395634,0.6187527000699581,0.9146707734942296,1.0759938183477675,1.538270113156096
DTW,"Detroit, MI: Detroit Metro Wayne County",2003/07,-0.2302726254593586,July,0.5183782257954238,-1.2618107348687462,-0.6071198049664993,-0.1503190539284614,-0.2622827332455105,0.8882892817741511,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",-0.1106629931917097,-0.1334773849398691,-0.2986651665254128,-0.1617569010256886,0.1591802653439558,0.0428669417426454,-0.0559596100334523,-0.5932713506867607,-0.2475522831213979,-0.2907350955324267,-0.2815117516764017,1.020316751111905
