Name,Team,x,Position,y,Height,z,College,Salary,cluster
Jerami Grant,Philadelphia 76ers,-1.557425622032927,SF,0.4447550858898575,6-8,-0.5663781277907626,Syracuse,845059.0,4
Richaun Holmes,Philadelphia 76ers,-0.9001369357206818,PF,0.5205524704802862,6-10,-1.3429395577248282,Bowling Green,1074169.0,4
Carl Landry,Philadelphia 76ers,0.9668396163652209,PF,0.34862191018311384,6-9,0.47480895320373234,Purdue,6500000.0,1
Kendall Marshall,Philadelphia 76ers,-0.7158043565354093,PG,-1.111923881905956,6-4,-0.29662461877765617,North Carolina,2144772.0,3
T.J. McConnell,Philadelphia 76ers,-1.2199587009498636,PG,-0.8112282704912361,6-2,-0.1985836191638991,Arizona,525093.0,3
Nerlens Noel,Philadelphia 76ers,-0.18627567805320888,PF,-0.6204807026646255,6-11,-1.2549368566257055,Kentucky,3457800.0,3
Jahlil Okafor,Philadelphia 76ers,0.3893051827944769,C,0.5035979362305452,6-11,-2.5009132542605506,Duke,4582680.0,4
Ish Smith,Philadelphia 76ers,-1.0782154297683892,PG,-1.7024312079732495,6-0,0.773774454638555,Wake Forest,947276.0,3
Nik Stauskas,Philadelphia 76ers,-0.653963600722977,SG,-0.8401945886322748,6-6,-0.7722627876232661,Michigan,2869440.0,3
Hollis Thompson,Philadelphia 76ers,-1.3497433748211531,SG,0.14886932180320453,6-8,0.06793707128536772,Georgetown,947276.0,3
Christian Wood,Philadelphia 76ers,-1.5343318276566762,PF,0.42079608824682774,6-11,-1.1969140706059243,UNLV,525093.0,4
Bismack Biyombo,Toronto Raptors,-0.2220804191325423,C,-0.02907721481133038,6-9,-1.2937307508963964,,2814000.0,4
Bruno Caboclo,Toronto Raptors,-1.1836959811483219,SF,-0.5421374577230463,6-9,-1.0871543886187178,,1524000.0,3
DeMarre Carroll,Toronto Raptors,2.284379846642933,SF,-0.7106006152508481,6-8,0.3014516838764426,Missouri,13600000.0,2
DeMar DeRozan,Toronto Raptors,1.336899974597865,SG,-0.4268517923924813,6-7,-0.35482108849664007,USC,10050000.0,2
James Johnson,Toronto Raptors,0.005772144484185991,PF,0.12854494583858508,6-9,-0.14570308799375137,Wake Forest,2500000.0,4
Cory Joseph,Toronto Raptors,0.33944894419409527,PG,-1.3259307501055198,6-3,-0.217165604486931,Texas,7000000.0,3
Kyle Lowry,Toronto Raptors,1.8327828388811038,PG,-0.7316319687724937,6-0,0.6907540975437932,Villanova,12000000.0,2
Lucas Nogueira,Toronto Raptors,-2.0764840285889163,C,2.8988205540733483,7-0,-0.07972882054453252,,1842000.0,0
Patrick Patterson,Toronto Raptors,-0.13214564994744088,PF,1.7976618282181356,6-9,0.06778792850984365,Kentucky,6268675.0,0
Norman Powell,Toronto Raptors,-1.2806391752990354,SG,-0.021844845083757038,6-4,-0.5721751745429846,UCLA,650000.0,4
Terrence Ross,Toronto Raptors,-0.8258840781475498,SF,-0.11400989994649266,6-7,0.20551658044498708,Washington,3553917.0,3
Luis Scola,Toronto Raptors,0.1969310523634819,PF,0.23688292960440166,6-9,1.5182207356988298,,2900000.0,1
Jason Thompson,Toronto Raptors,-0.501379461154375,PF,0.06061849845852289,6-11,-0.11408138540136699,Rider,245177.0,4
Jonas Valanciunas,Toronto Raptors,0.1918410082380811,C,0.5966615257807154,7-0,-1.2185777566424916,,4660482.0,4
Delon Wright,Toronto Raptors,-1.7885308340208677,PG,0.7402389273583249,6-5,0.34081523623643095,Utah,1509360.0,0
Leandro Barbosa,Golden State Warriors,-0.6561079347532195,SG,-0.29177091894049395,6-3,1.8382956422618342,,2500000.0,1
Harrison Barnes,Golden State Warriors,-0.6528200980673402,SF,0.8847562943322352,6-8,-0.46473697969197975,North Carolina,3873398.0,4
Andrew Bogut,Golden State Warriors,2.714038919679174,C,0.7335515870234177,7-0,-0.06560749144196695,Utah,13800000.0,2
Ian Clark,Golden State Warriors,-1.4679025751406356,SG,-0.9576029908130604,6-3,0.527572784870291,Belmont,947276.0,3
Stephen Curry,Golden State Warriors,1.1052016563724658,PG,-0.19330981958788565,6-3,0.7507519577861065,Davidson,11370786.0,1
Festus Ezeli,Golden State Warriors,-0.5259310665871247,C,1.5011343269514594,6-11,-0.7876896615536542,Vanderbilt,2008748.0,4
Draymond Green,Golden State Warriors,2.2220037944897566,PF,0.3071016172983999,6-7,-0.5082229456036774,Michigan State,14260870.0,2
Andre Iguodala,Golden State Warriors,1.8799751177629385,SF,-0.3398946008025455,6-6,0.9626653527069752,Arizona,11710456.0,2
Shaun Livingston,Golden State Warriors,-0.280948890048688,PG,0.13929046115367183,6-7,1.3036897485206156,,5543725.0,1
Kevon Looney,Golden State Warriors,-1.4054902703174013,SF,0.4582045788920057,6-9,-1.201302350776814,UCLA,1131960.0,4
James Michael McAdoo,Golden State Warriors,-0.9386092706903447,SF,0.3694068526896917,6-9,-1.0548475587612494,North Carolina,845059.0,4
Brandon Rush,Golden State Warriors,-0.5510169344507169,SF,-0.44995038094549744,6-6,0.6337943894580841,Kansas,1270964.0,1
Marreese Speights,Golden State Warriors,0.30444830414949525,C,0.2725035105839082,6-10,-0.45762332020012725,Florida,3815000.0,4
Klay Thompson,Golden State Warriors,2.5807095927034185,SG,-0.5331532124252514,6-7,-0.3769710142189817,Washington State,15501000.0,2
Anderson Varejao,Golden State Warriors,-0.44558056748336716,PF,1.4454807909410006,6-11,0.47900495805809407,,289755.0,0
Cole Aldrich,Los Angeles Clippers,-1.083947728958897,C,1.7939871797537095,6-11,-0.16476985730942623,Kansas,1100602.0,0
Jeff Ayres,Los Angeles Clippers,-0.8318201523585629,PF,0.8071552455074933,6-9,0.0495663512486267,Arizona State,111444.0,4
Jamal Crawford,Los Angeles Clippers,0.33367853617243454,SG,-0.4963455376449085,6-5,2.3166475966964613,Michigan,5675000.0,1
Branden Dawson,Los Angeles Clippers,-1.1858229735738135,SF,0.11942891094488862,6-6,-0.7643625231676552,Michigan State,525093.0,4
Jeff Green,Los Angeles Clippers,1.4987988491918711,SF,-0.046598314867644285,6-9,0.007650234849938817,Georgetown,9650000.0,2
Blake Griffin,Los Angeles Clippers,3.407709114816234,PF,1.1599328023223872,6-10,-0.6892983241763381,Oklahoma,18907726.0,2
Wesley Johnson,Los Angeles Clippers,-1.1765201500082938,SF,0.557182588720215,6-7,0.5602232559174974,Syracuse,1100602.0,0
DeAndre Jordan,Los Angeles Clippers,4.154163801091369,C,0.39032565042754114,6-11,-1.1864831727600624,Texas A&M,19689000.0,2
Luc Richard Mbah a Moute,Los Angeles Clippers,-0.6986767327079606,PF,0.06505313220166925,6-8,0.32286815792621876,UCLA,947276.0,1
Chris Paul,Los Angeles Clippers,3.922299832087321,PG,-1.5880565667503699,6-0,1.1908633093521095,Wake Forest,21468695.0,2
Paul Pierce,Los Angeles Clippers,-0.17399294611414975,SF,1.4485101637602449,6-7,2.2889383712657865,Kansas,3376000.0,0
Pablo Prigioni,Los Angeles Clippers,-0.7703146938210798,PG,-0.6456947110370257,6-3,3.2167525502024468,,947726.0,1
JJ Redick,Los Angeles Clippers,0.596450981143517,SG,-1.1164859542488248,6-4,1.2498136681693481,Duke,7085000.0,1
Austin Rivers,Los Angeles Clippers,-0.8449418432243198,PG,-0.33165258103183265,6-4,-0.3516383145447958,Duke,3110796.0,3
C.J. Wilcox,Los Angeles Clippers,-1.3830199472000353,SG,-0.1395885339749535,6-5,0.24912602413260246,Washington,1159680.0,3
Brandon Bass,Los Angeles Lakers,0.20029785774240866,PF,0.16748415152286888,6-8,0.25916850403348296,LSU,3000000.0,1
Tarik Black,Los Angeles Lakers,-0.9505692151430549,C,0.9659415973466264,6-9,-0.9481047857028277,Kansas,845059.0,4
Anthony Brown,Los Angeles Lakers,-0.9663261267979398,SF,-1.0037512835797782,6-7,-0.6722354294557732,Stanford,700000.0,3
Kobe Bryant,Los Angeles Lakers,4.933652679271591,SF,0.33571860293899064,6-6,1.9200248116896408,,25000000.0,2
Jordan Clarkson,Los Angeles Lakers,-1.0987775574155754,PG,-1.1958748708554139,6-5,-0.15293311354637326,Missouri,845059.0,3
Roy Hibbert,Los Angeles Lakers,3.094061954600303,C,1.0684387430255375,7-2,-0.6621355507313277,Georgetown,15592217.0,2
Marcelo Huertas,Los Angeles Lakers,-0.9086101930659843,PG,-0.558972397921439,6-3,1.686104196266961,,525093.0,1
Ryan Kelly,Los Angeles Lakers,-0.496149832682127,PF,-0.4388372312699996,6-11,-0.6151531570846779,Duke,1724250.0,3
Larry Nance Jr.,Los Angeles Lakers,-0.740280666284225,PF,-0.3944718907794485,6-9,-1.0006613090311525,Wyoming,1155600.0,3
Julius Randle,Los Angeles Lakers,-0.5228692230197479,PF,0.9081434995353446,6-9,-1.6175943172704594,Kentucky,3132240.0,4
D'Angelo Russell,Los Angeles Lakers,-0.10267678025965248,PG,-1.576200103814332,6-5,-1.1582632755931137,Ohio State,5103120.0,3
Robert Sacre,Los Angeles Lakers,-1.0122278126752777,C,2.4484963816676726,7-0,-0.4716529157324388,Gonzaga,981348.0,0
Louis Williams,Los Angeles Lakers,0.06558584481140328,SG,-0.7474660914785373,6-1,1.2621555286323545,,7000000.0,1
Metta World Peace,Los Angeles Lakers,-0.6348603155278094,SF,2.063429631178722,6-7,1.5015686943439945,St. John's,947276.0,0
Nick Young,Los Angeles Lakers,0.39884913050451787,SF,-0.8232426996199466,6-7,0.9009000489300489,USC,5219169.0,1
Eric Bledsoe,Phoenix Suns,2.021443015684884,PG,-1.4509783128351441,6-1,0.02925942659716267,Kentucky,13500000.0,2
Devin Booker,Phoenix Suns,-0.7439387669403824,SG,-1.3527178079572886,6-6,-1.5001394798174534,Kentucky,2127840.0,3
Chase Budinger,Phoenix Suns,-1.0645132612487385,SF,-0.5236530972162416,6-7,0.48073677142225,Arizona,206192.0,3
Tyson Chandler,Phoenix Suns,2.5299143577318426,C,0.04452486067234546,7-1,0.6594335486109048,,13000000.0,2
Archie Goodwin,Phoenix Suns,-1.2876077002785342,SG,-0.6095411733771232,6-5,-0.7782489227275676,Kentucky,1160160.0,3
John Jenkins,Phoenix Suns,-1.1265262989235265,SG,0.018210597853094892,6-4,-0.1636027664175598,Vanderbilt,981348.0,3
Brandon Knight,Phoenix Suns,1.937569448649615,PG,-1.5155565329112919,6-3,-0.36887679544079643,Kentucky,13500000.0,2
Alex Len,Phoenix Suns,-0.09129491859654677,C,0.7959849610603053,7-1,-1.6774454338481082,Maryland,3807120.0,4
Jon Leuer,Phoenix Suns,-1.0525065395736413,PF,0.6817911145072522,6-10,0.09229874318188507,Wisconsin,1035000.0,4
Phil Pressey,Phoenix Suns,-1.7478491478620088,PG,-0.7860018057950648,5-11,0.582850641867689,Missouri,55722.0,3
Ronnie Price,Phoenix Suns,-1.0109933163734286,PG,-0.6197752228289446,6-2,1.6861678679649272,Utah Valley,947276.0,1
Mirza Teletovic,Phoenix Suns,0.1499546971210828,PF,1.2974910946329306,6-9,0.42822159927392656,,5500000.0,0
P.J. Tucker,Phoenix Suns,0.5048958912207566,SF,0.6606654329757299,6-6,0.4267729921649749,Texas,5500000.0,1
T.J. Warren,Phoenix Suns,-0.6400556209670162,SF,-0.23504385617195836,6-8,-1.1878352252723063,North Carolina State,2041080.0,4
Alan Williams,Phoenix Suns,-0.8550497212862505,C,0.6139169829679807,6-8,-1.4369190257936528,UC Santa Barbara,83397.0,4
Quincy Acy,Sacramento Kings,-0.7317718671037408,SF,0.16220276843433853,6-7,-0.6955659276605944,Baylor,981348.0,4
James Anderson,Sacramento Kings,-0.7801478618159857,SG,-0.688652399657653,6-6,0.1351224862403162,Oklahoma State,1015421.0,3
Marco Belinelli,Sacramento Kings,0.5216755023960431,SG,-0.7463733432183159,6-5,0.6968355720791962,,6060606.0,1
Caron Butler,Sacramento Kings,-0.708219503469126,SF,1.09700601696848,6-7,2.0036118807284495,Connecticut,1449187.0,0
Omri Casspi,Sacramento Kings,-0.44944895941355156,SF,0.10577956407595746,6-9,-0.0012463340612714827,,2836186.0,4
Willie Cauley-Stein,Sacramento Kings,-0.024317900641877218,C,-0.5178304505461494,7-0,-1.5018302892020927,Kentucky,3398280.0,4
Darren Collison,Sacramento Kings,-0.17423861487905065,PG,-1.4389569042686885,6-0,0.9505029333376277,UCLA,5013559.0,1
DeMarcus Cousins,Sacramento Kings,3.07318112347108,C,0.8165223233850948,6-11,-1.5352357297134631,Kentucky,15851950.0,2
Seth Curry,Sacramento Kings,-1.5255084736976174,SG,-0.3614799496233398,6-2,0.43085814013351104,Duke,947276.0,3
Duje Dukan,Sacramento Kings,-1.2688604453607826,PF,0.21531745097829005,6-9,-0.4277269454868235,Wisconsin,525093.0,4
Rudy Gay,Sacramento Kings,2.112708309214992,SF,-0.1764685567915194,6-8,0.03577316159784634,Connecticut,12403101.0,2
Kosta Koufos,Sacramento Kings,0.7011150515301195,C,1.9195539994397328,7-0,-0.6109046622769521,Ohio State,7700000.0,0
Ben McLemore,Sacramento Kings,-0.8466070016452356,SG,-0.5264545336316783,6-5,-0.281964819473812,Kansas,3156600.0,3
Eric Moreland,Sacramento Kings,-1.0107467396456142,PF,0.5737096516932954,6-10,-0.7624048401624313,Oregon State,845059.0,4
Rajon Rondo,Sacramento Kings,1.0265469533551286,PG,-1.0565000663000061,6-1,1.0999052123769386,Kentucky,9500000.0,1
Cameron Bairstow,Chicago Bulls,-1.1370084454994402,PF,1.546304563998542,6-9,-0.6196482389348513,New Mexico,845059.0,4
Aaron Brooks,Chicago Bulls,-0.7614304014655658,PG,-1.8977474310831235,6-0,1.8337030408379276,Oregon,2250000.0,1
Jimmy Butler,Chicago Bulls,2.6779482409009634,SG,-0.013253441028188102,6-7,-0.39611332370149527,Marquette,16407500.0,2
Mike Dunleavy,Chicago Bulls,-0.03765828554132665,SG,1.203911880863265,6-9,1.7156517038277372,Duke,4500000.0,0
Cristiano Felicio,Chicago Bulls,-0.4626241626372874,PF,0.5731136130172908,6-10,-1.7925748088043603,,525093.0,4
Pau Gasol,Chicago Bulls,1.1505100371330126,C,0.885338102378364,7-0,1.1360899512812745,,7448760.0,1
Taj Gibson,Chicago Bulls,0.9286243537163423,PF,0.35950388326787,6-9,0.5473415498617785,USC,8500000.0,1
Justin Holiday,Chicago Bulls,-1.0860887887980877,SG,-1.230583437465965,6-6,0.6502742822647516,Washington,947276.0,3
Doug McDermott,Chicago Bulls,-0.39719864263460763,SF,-0.6380907777127797,6-8,-0.7623310883881601,Creighton,2380440.0,3
Nikola Mirotic,Chicago Bulls,-0.33560941037921943,PF,0.9695896365537501,6-10,-0.1647542318076661,,5543725.0,4
E'Twaun Moore,Chicago Bulls,-1.8105253046587606,SG,0.891348207602975,6-4,0.9711046476826388,Purdue,1015421.0,0
Joakim Noah,Chicago Bulls,2.3451555358534266,C,0.1523918688342406,6-11,0.44789785740476096,Florida,13400000.0,2
Bobby Portis,Chicago Bulls,-0.7088170135473543,PF,-0.5625547320247288,6-11,-1.448459193638518,Arkansas,1391160.0,4
Derrick Rose,Chicago Bulls,3.646936347758544,PG,-1.4942033503811722,6-3,0.08804190791013738,Memphis,20093064.0,2
Tony Snell,Chicago Bulls,-1.1103713605256775,SF,-0.4865175262809903,6-7,-0.14933575561056905,New Mexico,1535880.0,3
Matthew Dellavedova,Cleveland Cavaliers,-0.9938094205083638,PG,-0.9838692533337843,6-4,-0.00015035959040096363,Saint Mary's,1147276.0,3
Channing Frye,Cleveland Cavaliers,1.432555307527415,PF,0.6184114918503162,6-11,0.5439510480229256,Arizona,8193029.0,2
Kyrie Irving,Cleveland Cavaliers,2.687486704938895,PG,-1.486906268042765,6-3,-0.512434560045372,Duke,16407501.0,2
LeBron James,Cleveland Cavaliers,4.63755394229373,SF,0.9052346353921936,6-8,0.008444419886010014,,22970500.0,2
Richard Jefferson,Cleveland Cavaliers,-0.6957187292385713,SF,0.8801641458422929,6-7,1.651204462225212,Arizona,947276.0,0
Dahntay Jones,Cleveland Cavaliers,-0.868457184313034,SG,0.9500769038932354,6-6,1.846432499617538,Duke,947276.0,0
James Jones,Cleveland Cavaliers,-0.4518235062333666,SG,-0.40755877310333544,6-8,1.7114555918131422,Miami (FL),947276.0,1
Sasha Kaun,Cleveland Cavaliers,-0.32015000558317486,C,0.8992929004098685,6-11,0.22706999050368373,Kansas,1276000.0,0
Kevin Love,Cleveland Cavaliers,4.125400472111119,PF,-0.17084101173670801,6-10,-0.9921545093271189,UCLA,19689000.0,2
Jordan McRae,Cleveland Cavaliers,-1.4824119624326888,SG,-1.2355762463661824,6-5,0.3947342370211779,Tennessee,111196.0,3
Timofey Mozgov,Cleveland Cavaliers,0.5400091798630751,C,1.3747990243214026,7-1,-0.49035808910357503,,4950000.0,4
Iman Shumpert,Cleveland Cavaliers,1.1530006841299714,SG,-0.7102152555695362,6-5,-0.5974908546647929,Georgia Tech,8988765.0,2
J.R. Smith,Cleveland Cavaliers,0.37176285012620197,SG,-0.32155761025590923,6-6,0.47235916268054867,,5000000.0,1
Tristan Thompson,Cleveland Cavaliers,2.431983861338754,C,0.029651704642850232,6-9,-0.9515509468529103,Texas,14260870.0,2
Mo Williams,Cleveland Cavaliers,-1.262378236123745,PG,1.1672233834053658,6-1,2.070885357430357,Alabama,2100000.0,0
Joel Anthony,Detroit Pistons,-0.7028930710749848,C,2.131222746737648,6-9,1.2120161668403742,UNLV,2500000.0,0
Aron Baynes,Detroit Pistons,0.9066567917307258,C,0.6981936552073241,6-10,-0.3301917549346093,Washington State,6500000.0,4
Steve Blake,Detroit Pistons,-0.8991009810525247,PG,-0.5310581165531303,6-3,2.899026804848509,Maryland,2170465.0,1
Lorenzo Brown,Detroit Pistons,-1.473648381872786,PG,-0.8051552074949495,6-5,0.26230011344565707,North Carolina State,111444.0,3
Reggie Bullock,Detroit Pistons,-1.1863132655391762,SF,-0.12403069572486329,6-7,0.02537677084813499,North Carolina,1252440.0,3
Kentavious Caldwell-Pope,Detroit Pistons,-0.520081703494315,SG,-1.0470560630740153,6-5,-0.6139376949336688,Georgia,2891760.0,3
Spencer Dinwiddie,Detroit Pistons,-1.106045992680687,PG,-1.0208831466097015,6-6,-0.4537047587179435,Colorado,845059.0,3
Andre Drummond,Detroit Pistons,0.302652066584013,C,0.3538639354737978,6-11,-2.1896390480067285,Connecticut,3272091.0,4
Tobias Harris,Detroit Pistons,2.4149766025141055,SF,0.7374052671128379,6-9,-1.173865347923423,Tennessee,16000000.0,2
Darrun Hilliard,Detroit Pistons,-1.0858167899827462,SF,-0.9904627691730236,6-6,-0.5547199374397231,Villanova,600000.0,3
Reggie Jackson,Detroit Pistons,2.3018603171556276,PG,-1.093202156584447,6-3,-0.307460925688123,Boston College,13913044.0,2
Stanley Johnson,Detroit Pistons,-0.21969832712410123,SF,-0.3618981026122305,6-7,-1.9761446183959361,Arizona,2841960.0,4
Jodie Meeks,Detroit Pistons,0.23189643888807623,SG,-0.12720628829989386,6-4,0.41925353627255896,Kentucky,6270000.0,1
Marcus Morris,Detroit Pistons,0.21446070103093873,PF,0.06579316592756226,6-9,-0.4828276992987427,Kansas,5000000.0,4
Anthony Tolliver,Detroit Pistons,-0.5709719024886716,PF,1.6426156217070835,6-8,0.8023086093873162,Creighton,3000000.0,0
Lavoy Allen,Indiana Pacers,0.3316911827869416,PF,0.229111349894733,6-9,-0.6751659710121594,Temple,4050000.0,4
Rakeem Christmas,Indiana Pacers,-0.8620257160577313,PF,0.8405943346386779,6-9,-0.9784444371034328,Syracuse,1007026.0,4
Monta Ellis,Indiana Pacers,1.1759308641618238,SG,-1.0012744751234866,6-3,1.11791454912559,,10300000.0,1
Paul George,Indiana Pacers,2.9813248747777696,SF,-0.34937060477342363,6-9,-0.4831784711169131,Fresno State,17120106.0,2
George Hill,Indiana Pacers,0.7848964217383494,PG,-1.2504632874035282,6-3,1.0438351698998518,IUPUI,8000000.0,1
Jordan Hill,Indiana Pacers,-0.19911023802357783,C,0.7360365994568948,6-10,0.0888867892401368,Arizona,4000000.0,4
Solomon Hill,Indiana Pacers,-1.2925971424050695,SF,1.1089359949123003,6-7,-0.16145967614393453,Arizona,1358880.0,4
Ty Lawson,Indiana Pacers,-1.1914112844059803,PG,-0.8363059643881862,5-11,0.7285146597864203,North Carolina,211744.0,3
Ian Mahinmi,Indiana Pacers,-0.049231730233524555,C,1.1542443270926843,6-11,0.044594383988245986,,4000000.0,0
C.J. Miles,Indiana Pacers,0.3353796044953869,SF,-0.43253214551283403,6-6,0.12238078009775978,,4394225.0,1
Glenn Robinson III,Indiana Pacers,-1.4030034366194213,SG,0.752449502931038,6-7,-0.7755293910045234,Michigan,1100000.0,4
Rodney Stuckey,Indiana Pacers,0.717557222505508,PG,-0.9056645051336604,6-5,0.7558290792371856,Eastern Washington,7000000.0,1
Myles Turner,Indiana Pacers,-0.8513673469714287,PF,0.8393998762505781,6-11,-1.6622500511083307,Texas,2357760.0,4
Shayne Whittington,Indiana Pacers,-1.1535859586752015,PF,1.5877296542260206,6-11,-0.6107197297225102,Western Michigan,845059.0,4
Joe Young,Indiana Pacers,-1.134375880942057,PG,-1.7585252285123891,6-2,-0.16561599167221386,Oregon,1007026.0,3
Giannis Antetokounmpo,Milwaukee Bucks,-1.1279786518697708,SF,0.45641016277101193,6-11,-1.0602252492864612,,1953960.0,4
